,symbol,date,open,high,low,close,volume,adj_close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
116,AA,1962-06-18,0.00854808476631,0.00858571931433,0.0085075995183,0.00867132664254,163200,0.000365142241067,0.007526,0.579287,0.009658,55.889999,56.529999,54.970001,55.740002,4580000.0,55.740002
117,AA,1962-06-19,0.00865081877475,0.00856536687799,0.00856983022668,0.0085480378298,134400,0.000359950726954,-0.007526,0.576772,0.014048,55.740002,55.880001,54.98,55.540001,2680000.0,55.540001
118,AA,1962-06-20,0.00854808476631,0.00850431152211,0.00846608548711,0.00838363926656,129600,0.000353028478199,-0.010035,0.574131,0.019191,55.540001,55.919998,54.66,54.779999,3360000.0,54.779999
119,AA,1962-06-21,0.00830150578688,0.00821950436784,0.00821708297278,0.00815761602317,160000,0.000343510472387,-0.013798,0.571314,0.027846,54.779999,54.779999,53.5,53.59,4560000.0,53.59
120,AA,1962-06-22,0.00805492680746,0.00797536107017,0.00784357920129,0.00778775007809,102400,0.000327935930047,-0.022578,0.56822,0.042271,53.59,53.779999,52.48,52.68,5640000.0,52.68
121,AA,1962-06-25,0.00778779283993,0.00771086582445,0.0074700754298,0.00752061757736,232000,0.000316687189594,-0.016307,0.56475,0.049421,52.68,52.959999,51.349998,52.450001,7090000.0,52.450001
122,AA,1962-06-26,0.00768505784517,0.00789395327795,0.00776059147731,0.00780830446018,278400,0.000328800952462,0.017561,0.561632,0.02609,52.450001,53.580002,52.099998,52.32,4630000.0,52.32
123,AA,1962-06-27,0.00772612836875,0.00764981046857,0.00773983495972,0.00772608594551,81600,0.000325338793369,-0.005019,0.558363,0.025841,52.32,52.830002,51.77,52.599998,3890000.0,52.599998
124,AA,1962-06-28,0.00780834733488,0.00813809657561,0.00788509273448,0.00821924070333,313600,0.000346105539634,0.030105,0.555596,0.005017,52.98,54.639999,52.98,54.41,5440000.0,54.41
125,AA,1962-06-29,0.00830150578688,0.00850431152211,0.00838309826114,0.0085480378298,206400,0.000359950726954,0.020071,0.553306,0.025088,54.41,55.470001,54.200001,54.75,4720000.0,54.75
126,AA,1962-07-02,0.0086302642798,0.00903330201355,0.00871508800143,0.00891790426803,203200,0.000375525269294,0.022578,0.551492,0.046161,54.75,56.02,54.470001,55.860001,3450000.0,55.860001
127,AA,1962-07-03,0.00891795323544,0.00911466976627,0.00900560454695,0.00916448189352,222400,0.000385908987332,0.015053,0.549855,0.057451,55.860001,56.740002,55.57,56.490002,3920000.0,56.490002
128,AA,1962-07-05,0.00916453221486,0.00944022085615,0.00923384954768,0.00953434833175,148800,0.000401483529672,0.022578,0.548619,0.073005,56.490002,57.099998,56.150002,56.810001,3350000.0,56.810001
129,AA,1962-07-06,0.00945218073156,0.00935881306393,0.00937910831844,0.00930832508835,155200,0.000391966213671,-0.013797,0.547507,0.052184,56.73,56.73,55.639999,56.169998,3110000.0,56.169998
130,AA,1962-07-09,0.00930837619953,0.00927744531121,0.00921309303009,0.00936994976851,208000,0.000394560591107,0.003761,0.546644,0.046287,56.169998,56.73,55.540001,56.549999,2950000.0,56.549999
131,AA,1962-07-10,0.00937000121807,0.0096029563616,0.00929608025606,0.00922610657368,145600,0.000388504054578,-0.00878,0.545581,0.027096,56.990002,58.360001,56.990002,57.200001,7120000.0,57.200001
132,AA,1962-07-11,0.0092261572334,0.00931814920732,0.00921309303009,0.00936994976851,83200,0.000394560591107,0.00878,0.544768,0.026343,57.200001,57.950001,56.77,57.73,4250000.0,57.73
133,AA,1962-07-12,0.00937000121807,0.00935881306393,0.00937910831844,0.00934939538642,169600,0.000393695568691,-0.001254,0.54393,0.015179,57.73,58.669998,57.59,58.029999,5370000.0,58.029999
